feature,mean_abs_shap,fold
EIF4G3 (8672),9.317271920524355e-05,1
SP100 (6672),9.218705850961983e-05,1
SLC1A3 (6507),9.027611468748702e-05,1
DCUN1D1 (54165),8.944359621227962e-05,1
VPS13D (55187),8.753340119241591e-05,1
ABCC6 (368),8.612703193771644e-05,1
TFAP4 (7023),8.379921921053166e-05,1
AKR7A2 (8574),8.166489753723599e-05,1
ANKRD44 (91526),8.16498820609411e-05,1
TSPAN32 (10077),8.104056720079784e-05,1
DUSP13B (51207),7.874028544840842e-05,1
MCUB (55013),7.732054322345392e-05,1
CA12 (771),7.35699125856597e-05,1
MFAP3 (4238),7.164457220971717e-05,1
HACD3 (51495),6.95826422444846e-05,1
DIS3 (22894),6.951834161646749e-05,1
TRIO (7204),6.924422409775708e-05,1
CD59 (966),6.871824772827027e-05,1
HAL (3034),6.715542936700974e-05,1
ACP3 (55),6.701794119017458e-05,1
PRKCZ (5590),6.688381677828126e-05,1
LAMB1 (3912),6.477267647784424e-05,1
SEL1L3 (23231),6.265419580781067e-05,1
BAZ1B (9031),6.262933752044376e-05,1
MOK (5891),6.261519907373429e-05,1
CYB561 (1534),6.090658607670545e-05,1
TRIB2 (28951),6.084701895320262e-05,1
BCAR1 (9564),6.0353293373649175e-05,1
SMC1B (27127),5.926831008209169e-05,1
COL17A1 (1308),5.907957475173078e-05,1
FUCA2 (2519),5.898053522890287e-05,1
TFAP2C (7022),5.8417890083745607e-05,1
SLC35C2 (51006),5.8057362873449743e-05,1
PLXNA2 (5362),5.742118192922163e-05,1
HDAC7 (51564),5.739492408161245e-05,1
FSCN1 (6624),5.707387409499218e-05,1
DOCK9 (23348),5.638401767310849e-05,1
ASNS (440),5.5102767703753116e-05,1
ZZEF1 (23140),5.359410908256069e-05,1
HGF (3082),5.248640165509809e-05,1
RHBDF1 (64285),5.206701766707531e-05,1
MPO (4353),5.036991539048904e-05,1
EPS15 (2060),4.999335209583425e-05,1
TRAF5 (7188),4.975128702141835e-05,1
ADCYAP1R1 (117),4.88062173685159e-05,1
ZCWPW1 (55063),4.830570912674471e-05,1
UBA5 (79876),4.797906481518586e-05,1
STEEP1 (63932),4.794690861607807e-05,1
VASH1 (22846),4.7487693619485424e-05,1
EPDR1 (54749),4.734300940152441e-05,1
MED24 (9862),4.643449557732393e-05,1
ACAA1 (30),4.528919884042892e-05,1
PAK3 (5063),4.5228719074404216e-05,1
DEPDC1B (55789),4.5094331247691507e-05,1
PLPP1 (8611),4.449281796742493e-05,1
DNM2 (1785),4.4457566684141186e-05,1
ELOA (6924),4.3896750549040325e-05,1
EXOC5 (10640),4.352048231985625e-05,1
PKP2 (5318),4.2962681498298135e-05,1
DHRS9 (10170),4.289581223326596e-05,1
TIPIN (54962),4.2778077713189294e-05,1
PVR (5817),4.239765181134328e-05,1
GPC4 (2239),4.2239872196763055e-05,1
RARB (5915),4.221095850006017e-05,1
KCNAB2 (8514),4.20072068287801e-05,1
KCNH4 (23415),4.161248884307709e-05,1
FOLH1 (2346),4.129934657998938e-05,1
SLC9A1 (6548),4.049547041517241e-05,1
EML1 (2009),4.020191693824003e-05,1
ARF5 (381),4.0173141576688486e-05,1
TTC22 (55001),4.007415040770226e-05,1
PDS5B (23047),3.9087511138987656e-05,1
PSMA4 (5685),3.897203080968197e-05,1
MEF2C (4208),3.8780226343955404e-05,1
GTF2IRD1 (9569),3.8395556879388456e-05,1
LIMCH1 (22998),3.7374507392791836e-05,1
MOV10L1 (54456),3.6889722772854444e-05,1
ATP6V1H (51606),3.686112131180042e-05,1
MARK3 (4140),3.662321998952844e-05,1
CD9 (928),3.643991252651419e-05,1
PITX1 (5307),3.489973754860969e-05,1
TTC17 (55761),3.423702788482882e-05,1
MECOM (2122),3.266544358504193e-05,1
IFFO1 (25900),3.2047220936216066e-05,1
AP5M1 (55745),3.1553201992954265e-05,1
ST6GAL1 (6480),3.149199660536978e-05,1
CACNA2D2 (9254),3.146226340233106e-05,1
MYDGF (56005),3.0796712302905e-05,1
PSMC4 (5704),3.0512551742958367e-05,1
BAZ2A (11176),3.027615389940064e-05,1
MGST2 (4258),3.0247142815025353e-05,1
CXCL2 (2920),2.9634563581416583e-05,1
B4GALT1 (2683),2.9422190032785837e-05,1
TMEM40 (55287),2.9399057954823203e-05,1
TIMP2 (7077),2.924068402916251e-05,1
RBMS2 (5939),2.9169535012466846e-05,1
KDM2B (84678),2.9152972382694758e-05,1
AGBL5 (60509),2.9091692931188865e-05,1
PHACTR3 (116154),2.8941872847022344e-05,1
PTPRH (5794),2.8850307833312467e-05,1
FECH (2235),2.8504133280016543e-05,1
ATP11A (23250),2.8493901237092648e-05,1
ARHGAP4 (393),2.8218308296201546e-05,1
LAMC2 (3918),2.8149724340376647e-05,1
ADAT1 (23536),2.7923447655625588e-05,1
GIPR (2696),2.7654656706292403e-05,1
ABCC2 (1244),2.7437767522128103e-05,1
FERMT2 (10979),2.7327231033429622e-05,1
SPAST (6683),2.719587563341343e-05,1
RAPGEF3 (10411),2.7088531138576604e-05,1
TOMM34 (10953),2.668869381461749e-05,1
IGSF9B (22997),2.6336247384883998e-05,1
PROM1 (8842),2.5927369186964648e-05,1
EXOC1 (55763),2.5649345212153664e-05,1
TBPL1 (9519),2.525667590207886e-05,1
KDM5D (8284),2.4964405408057124e-05,1
ZCCHC8 (55596),2.460689782498377e-05,1
OSBPL6 (114880),2.4510028195046674e-05,1
SOX8 (30812),2.4305296945577304e-05,1
MRC2 (9902),2.4153263638904474e-05,1
GABRA3 (2556),2.3585873817665773e-05,1
EXTL3 (2137),2.3554719482783774e-05,1
CD44 (960),2.3485815892110674e-05,1
RBM7 (10179),2.3400829456498955e-05,1
SLK (9748),2.328575263351931e-05,1
CCDC124 (115098),2.303023656158764e-05,1
ACTL6B (51412),2.2207562008148216e-05,1
POLB (5423),2.2168007709663967e-05,1
LMO3 (55885),2.2133341358668982e-05,1
PON1 (5444),2.2125952256400143e-05,1
DLL3 (10683),2.207396582932027e-05,1
COL5A3 (50509),2.205272370343638e-05,1
HCCS (3052),2.201161944827829e-05,1
RCN1 (5954),2.173876520171638e-05,1
HES2 (54626),2.1715711975872184e-05,1
ZNF268 (10795),2.1282572206743018e-05,1
TBXA2R (6915),2.12464339158302e-05,1
HPF1 (54969),2.118683947028735e-05,1
ITIH1 (3697),2.0779606601953508e-05,1
TIMM21 (29090),2.0399724104964742e-05,1
ADIPOR2 (79602),2.0098061544838883e-05,1
OGFOD1 (55239),1.9927951045879484e-05,1
COL11A1 (1301),1.9876791724766348e-05,1
LAMP3 (27074),1.9814686083286775e-05,1
TYR (7299),1.935216514063765e-05,1
PITPNM2 (57605),1.9060479681143036e-05,1
TRHDE (29953),1.9032399213340415e-05,1
FAP (2191),1.8776179270356177e-05,1
CTSA (5476),1.8772453738886337e-05,1
STPG1 (90529),1.8679289474049743e-05,1
XAB2 (56949),1.845801505100579e-05,1
NEDD4 (4734),1.825911816557458e-05,1
KLF6 (1316),1.8206322523211593e-05,1
TUBA3D (113457),1.809261833249281e-05,1
SPAG6 (9576),1.78319477717331e-05,1
ACTN2 (88),1.7718440736963617e-05,1
TRAM2 (9697),1.763274764636533e-05,1
ELMO2 (63916),1.744366242791375e-05,1
STARD7 (56910),1.7257982737827514e-05,1
UBE2K (3093),1.7075747138593643e-05,1
GCLC (2729),1.7067857842441563e-05,1
RTN4R (65078),1.7044217128023272e-05,1
ACSM3 (6296),1.696754108395369e-05,1
VAMP3 (9341),1.67794232605854e-05,1
GLI2 (2736),1.6563942222475576e-05,1
CD38 (952),1.6460045228488894e-05,1
DCN (1634),1.64522922165532e-05,1
BAK1 (578),1.6322285170133835e-05,1
ARID4A (5926),1.6204554844251882e-05,1
CDH17 (1015),1.5938954946768578e-05,1
OGFR (11054),1.564880969822934e-05,1
PAG1 (55824),1.5635852315368397e-05,1
GLP2R (9340),1.560883621102592e-05,1
FOXJ2 (55810),1.5601851489298055e-05,1
TMEM38A (79041),1.5433357133651827e-05,1
SEPHS1 (22929),1.534174880379038e-05,1
FOSL2 (2355),1.5129443897364221e-05,1
SYNJ2 (8871),1.5092850476994885e-05,1
ABCB11 (8647),1.5066413273717492e-05,1
HSD17B2 (3294),1.5021471589054017e-05,1
TMEM230 (29058),1.4963488146215509e-05,1
PTGS2 (5743),1.4925457638730954e-05,1
LIMA1 (51474),1.4721261632418916e-05,1
NUB1 (51667),1.4638430265136843e-05,1
ITM2A (9452),1.4515711926656847e-05,1
BRINP1 (1620),1.4371204781971708e-05,1
CRMP1 (1400),1.4190719167337747e-05,1
SLC2A3 (6515),1.4037738445317928e-05,1
PRSS8 (5652),1.4003405229744366e-05,1
POLR1H (30834),1.3797525640593298e-05,1
DYRK4 (8798),1.3441494754206949e-05,1
P2RY10 (27334),1.3238392395117566e-05,1
RNASET2 (8635),1.323745880159546e-05,1
APLP2 (334),1.3128504041934987e-05,1
PGM3 (5238),1.306667282166528e-05,1
REX1BD (55049),1.3030544487737733e-05,1
NRCAM (4897),1.3007380583068545e-05,1
GAS7 (8522),1.2871686632483653e-05,1
TBC1D23 (55773),1.2715512058158946e-05,1
HIPK2 (28996),1.2604154281242722e-05,1
SNAI2 (6591),1.2549812633746259e-05,1
DKK3 (27122),1.246812465708662e-05,1
RUNX1T1 (862),1.240618339591391e-05,1
PLEKHA5 (54477),1.2212622366655168e-05,1
CYTH3 (9265),1.1887240739090116e-05,1
SERPINB3 (6317),1.182408880833931e-05,1
NGFR (4804),1.1711200887282956e-05,1
RHOBTB1 (9886),1.1657457189049037e-05,1
NHERF2 (9351),1.1487378218523109e-05,1
MAP3K20 (51776),1.1365033146365803e-05,1
ROS1 (6098),1.1303344437305183e-05,1
SNX13 (23161),1.1295560216802145e-05,1
PNPLA6 (10908),1.1128663468673692e-05,1
ATOSB (80256),1.109228204741492e-05,1
ABHD5 (51099),1.0943742978721153e-05,1
STXBP2 (6813),1.0782660834880731e-05,1
COL4A4 (1286),1.0709058322807521e-05,1
ZNF112 (7771),1.0685177716592944e-05,1
YPEL3 (83719),1.0651442293014657e-05,1
PITPNM3 (83394),1.062867678347364e-05,1
DGKD (8527),1.0592360683218025e-05,1
GYG2 (8908),1.057740619757476e-05,1
TSPAN6 (7105),1.0532653628880125e-05,1
ARHGAP44 (9912),1.0365443419178984e-05,1
SYT7 (9066),1.0347127543459388e-05,1
MBTD1 (54799),1.0320012079847533e-05,1
BLTP3A (54887),1.0249044290036075e-05,1
PI4K2B (55300),1.0228084480679433e-05,1
PRSS3 (5646),1.0201146178494342e-05,1
EDN1 (1906),1.0109339810786727e-05,1
PHF21B (112885),1.0042120661327697e-05,1
LZTS1 (11178),1.0035187769383724e-05,1
TKTL1 (8277),1.0029468872982025e-05,1
HBQ1 (3049),9.880659968632677e-06,1
WAS (7454),9.83797090676189e-06,1
HERPUD1 (9709),9.821309496697435e-06,1
CLUL1 (27098),9.631275182710957e-06,1
NFX1 (4799),9.525746413270114e-06,1
PTPRC (5788),9.49529307056665e-06,1
BOD1L1 (259282),9.480728087228687e-06,1
EPB41L2 (2037),9.468861305109909e-06,1
APBA3 (9546),9.395604849156038e-06,1
HEBP1 (50865),9.385208399139524e-06,1
ABCB1 (5243),9.28814011912702e-06,1
IP6K2 (51447),9.283839198623206e-06,1
RIPOR3 (140876),9.258583488868354e-06,1
FYN (2534),9.207336751976729e-06,1
NLRP2 (55655),9.077484481966472e-06,1
DERL2 (51009),8.924525180834596e-06,1
PIK3CB (5291),8.887898899475432e-06,1
MTMR11 (10903),8.697455821001322e-06,1
CACNB1 (782),8.671118238669085e-06,1
NEBL (10529),8.665056382261367e-06,1
MAOB (4129),8.616632450820571e-06,1
FGFR2 (2263),8.586819053379565e-06,1
ELN (2006),8.549400410483227e-06,1
GSTP1 (2950),8.508935268209825e-06,1
FGF22 (27006),8.492148189977162e-06,1
BIRC3 (330),8.314588274844098e-06,1
RFC1 (5981),8.293803317332423e-06,1
VSIG2 (23584),8.274820755343773e-06,1
LIMS2 (55679),8.262624400122886e-06,1
NMRK2 (27231),8.131640815547946e-06,1
RAD54L (8438),8.108272222863264e-06,1
ELP1 (8518),8.052622246361264e-06,1
EPHA3 (2042),7.974959197571926e-06,1
GEMIN5 (25929),7.827003058552948e-06,1
PAX6 (5080),7.801320780340364e-06,1
CD79B (974),7.770272200091806e-06,1
SMG6 (23293),7.639239208341858e-06,1
MAST2 (23139),7.622258435426178e-06,1
TCOF1 (6949),7.546673751344585e-06,1
ATP2B3 (492),7.337434894331215e-06,1
CLTCL1 (8218),7.2774648042305175e-06,1
CHGB (1114),7.1842865550409104e-06,1
ALOX5 (240),7.165484065737312e-06,1
NDUFS1 (4719),7.118720092191106e-06,1
FAM76B (143684),7.102039405675706e-06,1
SLC11A1 (6556),7.035419833834536e-06,1
ALPK1 (80216),7.007165904669794e-06,1
SNAP91 (9892),6.955752161797138e-06,1
ZNF343 (79175),6.8373101897747685e-06,1
WDR1 (9948),6.816769221867312e-06,1
FAM136A (84908),6.782429349365423e-06,1
APBB1IP (54518),6.781239636755913e-06,1
LSG1 (55341),6.743967941509871e-06,1
MBTPS2 (51360),6.7023502680342294e-06,1
PLEKHG2 (64857),6.5912383160175075e-06,1
ORC1 (4998),6.590937329862548e-06,1
SEMA3A (10371),6.5565877328572854e-06,1
NME8 (51314),6.356866899493502e-06,1
NUP133 (55746),6.2348817647913386e-06,1
COL16A1 (1307),6.177586027360255e-06,1
PFKP (5214),6.167303509207176e-06,1
GSTO2 (119391),6.098405760259618e-06,1
PNPLA4 (8228),6.0885303331541465e-06,1
ADCY2 (108),6.063248706939089e-06,1
PKP1 (5317),6.005526037002969e-06,1
CREB3L3 (84699),5.974639812077581e-06,1
TSPAN9 (10867),5.93360678821712e-06,1
ACHE (43),5.921544283294995e-06,1
ACACB (32),5.918416764609514e-06,1
MEOX1 (4222),5.911337219702284e-06,1
TPD52 (7163),5.877163027199212e-06,1
CPXM1 (56265),5.8421079207441035e-06,1
RABGAP1 (23637),5.831049646113679e-06,1
BTK (695),5.7905210308263265e-06,1
CYBRD1 (79901),5.740961700748715e-06,1
DNAAF9 (25943),5.6843555085121645e-06,1
ABCF2 (10061),5.640760656215568e-06,1
SEMA3C (10512),5.624928573433181e-06,1
SPA17 (53340),5.589347259873476e-06,1
CASP8 (841),5.549822868417049e-06,1
APOB (338),5.3796444613361666e-06,1
HSD17B10 (3028),5.341777824912627e-06,1
ITGA6 (3655),5.333986147056541e-06,1
KIZ (55857),5.33087242379752e-06,1
AASS (10157),5.308084615274228e-06,1
SIKE1 (80143),5.3071221097331045e-06,1
SLC25A24 (29957),5.2643601408060185e-06,1
FGR (2268),5.244259090826457e-06,1
ALG1 (56052),5.2408635056552665e-06,1
TNPO1 (3842),5.232392450782576e-06,1
ZNF302 (55900),5.196669037948161e-06,1
ADGRA2 (25960),5.1873109525600796e-06,1
PRKAR2B (5577),5.148005237590213e-06,1
TF (7018),5.141447409013273e-06,1
VIM (7431),5.133763650042551e-06,1
ZMYND11 (10771),5.0953511306867675e-06,1
ICAM1 (3383),5.007666174824591e-06,1
SPAG4 (6676),4.988864115486721e-06,1
MPC1 (51660),4.938456628828226e-06,1
TMCC3 (57458),4.918391312446846e-06,1
CAD (790),4.88963621159197e-06,1
CCDC88C (440193),4.866445273037832e-06,1
DCT (1638),4.8450044227099165e-06,1
ACER3 (55331),4.832316672763008e-06,1
MCM10 (55388),4.761799554036033e-06,1
GSDMB (55876),4.760445156422536e-06,1
ZIC2 (7546),4.756054660912231e-06,1
TNMD (64102),4.669532089673282e-06,1
PTPRN (5798),4.656493979506389e-06,1
FETUB (26998),4.642899184068866e-06,1
GOPC (57120),4.61112782661328e-06,1
CST7 (8530),4.591967265882943e-06,1
PNKP (11284),4.5913605950054745e-06,1
PDE4A (5141),4.457603507150311e-06,1
STYK1 (55359),4.387518339907963e-06,1
SLC15A1 (6564),4.355398970515929e-06,1
DCBLD2 (131566),4.32277905464248e-06,1
FBXL3 (26224),4.298149312476579e-06,1
LZTS3 (9762),4.293706256892843e-06,1
ALKBH5 (54890),4.257312938360927e-06,1
SLC4A4 (8671),4.2268883096742534e-06,1
SIRT2 (22933),4.214305876088464e-06,1
PDK3 (5165),4.172156155439057e-06,1
MKNK1 (8569),4.151165162675852e-06,1
PTPN21 (11099),4.1210729914316744e-06,1
TRAPPC3 (27095),4.012007973806237e-06,1
BARX2 (8538),4.005578045716025e-06,1
CLNS1A (1207),3.958864485988809e-06,1
ME1 (4199),3.950898012122311e-06,1
TP63 (8626),3.94816530486339e-06,1
CHFR (55743),3.93371235999028e-06,1
NFE2L1 (4779),3.861563867553342e-06,1
ACAT1 (38),3.849641683213799e-06,1
HOXC8 (3224),3.838908164700074e-06,1
NAV3 (89795),3.793939391096093e-06,1
SPATA7 (55812),3.7683263823519034e-06,1
ST7 (7982),3.7436731481948555e-06,1
PGR (5241),3.7200444418571983e-06,1
SPPL2B (56928),3.686559912833807e-06,1
LYZ (4069),3.6816505782616196e-06,1
TNFRSF1B (7133),3.646393718415379e-06,1
GLRX2 (51022),3.6118040020181987e-06,1
ALDH3B1 (221),3.594956875558486e-06,1
PRKACA (5566),3.577765360601275e-06,1
TRAF3IP3 (80342),3.5568860831300545e-06,1
MAPK6 (5597),3.4965949415724485e-06,1
ST3GAL1 (6482),3.491199525240698e-06,1
MAP4K4 (9448),3.4867807537979327e-06,1
PPP2R5B (5526),3.4648364893608157e-06,1
PTPRU (10076),3.439640915237278e-06,1
GP6 (51206),3.4355895453979863e-06,1
DDX20 (11218),3.423907025503338e-06,1
USH1C (10083),3.3979937474870065e-06,1
POLD1 (5424),3.3739359440470107e-06,1
TEAD2 (8463),3.3629025724748298e-06,1
STX7 (8417),3.319082238968283e-06,1
CACNA1S (779),3.2973171904198277e-06,1
THOC3 (84321),3.2853430901475535e-06,1
CCDC85A (114800),3.2775346215930684e-06,1
ANKRD13A (88455),3.2692248281297454e-06,1
WBP11 (51729),3.2620824937137176e-06,1
C3orf18 (51161),3.241931003901048e-06,1
CD84 (8832),3.1811278421804734e-06,1
MAT2B (27430),3.179940742567437e-06,1
CNOT4 (4850),3.1744624240993937e-06,1
PPP1R3F (89801),3.1652895918020763e-06,1
FLT4 (2324),3.145474655249883e-06,1
BRCA1 (672),3.1374040555564035e-06,1
TNFRSF1A (7132),3.1266967549964914e-06,1
KCNN2 (3781),3.1028351709050984e-06,1
IGF2BP2 (10644),3.09798841282442e-06,1
ZBTB25 (7597),3.0623339020103705e-06,1
USE1 (55850),3.0568112046024175e-06,1
SNCB (6620),3.0448918117928825e-06,1
SYT1 (6857),3.0355604181919525e-06,1
CYBA (1535),3.00468849198158e-06,1
MRPL43 (84545),2.91543413855884e-06,1
SLC30A9 (10463),2.8932808592128547e-06,1
PGM1 (5236),2.8594153832738975e-06,1
C6 (729),2.8010454331483454e-06,1
BCORL1 (63035),2.770087633494012e-06,1
HEBP2 (23593),2.7501240823704457e-06,1
CLPTM1L (81037),2.7334155340510958e-06,1
NUDC (10726),2.6939375646734162e-06,1
SLC22A16 (85413),2.6856554318415723e-06,1
ALS2 (57679),2.6499252633618737e-06,1
FAM107B (83641),2.627254225959763e-06,1
KCNK2 (3776),2.6082053935575517e-06,1
TUBE1 (51175),2.599439871044904e-06,1
SMARCD1 (6602),2.5443189692866694e-06,1
CYP3A43 (64816),2.5435511217889626e-06,1
TSPOAP1 (9256),2.539787325281517e-06,1
AGPS (8540),2.5376544453879463e-06,1
CD99 (4267),2.533403822762243e-06,1
PAFAH1B3 (5050),2.4801754676745373e-06,1
SLC4A11 (83959),2.4648006514330397e-06,1
KCNG1 (3755),2.4451583188927347e-06,1
CYFIP2 (26999),2.432707058896952e-06,1
SNCAIP (9627),2.4006387188482836e-06,1
CTNNA1 (1495),2.3733479924410118e-06,1
ATP9A (10079),2.323634623581221e-06,1
RIMBP2 (23504),2.3159687406812576e-06,1
TESC (54997),2.313951827129785e-06,1
DNASE1L1 (1774),2.2990394022429874e-06,1
PDIA5 (10954),2.2917708493079937e-06,1
HDAC9 (9734),2.266674216978155e-06,1
CARMIL1 (55604),2.2634079645638168e-06,1
ITGA8 (8516),2.2581700948475924e-06,1
DDX11 (1663),2.2553121019157802e-06,1
CEACAM21 (90273),2.2120898105631868e-06,1
TLE2 (7089),2.2109756008527577e-06,1
AP1M1 (8907),2.1482948667298117e-06,1
NCKAP1 (10787),2.10914262818591e-06,1
ISOC1 (51015),2.09974165537322e-06,1
CBLN4 (140689),2.080760831661362e-06,1
TYROBP (7305),2.0424748826394994e-06,1
USP2 (9099),2.008079075146687e-06,1
FNDC8 (54752),1.9766028113734005e-06,1
ITGA2B (3674),1.973851196414015e-06,1
GCFC2 (6936),1.9648979272151686e-06,1
NUCB2 (4925),1.9424533192269546e-06,1
EPYC (1833),1.934509334467698e-06,1
METTL1 (4234),1.9169213681973483e-06,1
CDH19 (28513),1.8931688592647869e-06,1
N4BP2 (55728),1.8712043311642241e-06,1
WNT8B (7479),1.8429536680920725e-06,1
RALBP1 (10928),1.837935048696932e-06,1
PHF20 (51230),1.8368096313635745e-06,1
MAGI3 (260425),1.82927824232829e-06,1
TACR2 (6865),1.7710459445241769e-06,1
MSANTD3 (91283),1.7570116930569537e-06,1
ZBTB32 (27033),1.7390919631575362e-06,1
PAFAH1B1 (5048),1.7220345338190682e-06,1
DDX43 (55510),1.7201740040535577e-06,1
ERBB3 (2065),1.7145195041741844e-06,1
CTTNBP2 (83992),1.688657465556836e-06,1
OTUB2 (78990),1.6856197215684344e-06,1
CHRDL2 (25884),1.684902071751517e-06,1
TDP1 (55775),1.668906477057245e-06,1
ST6GALNAC2 (10610),1.6462922302151462e-06,1
MYLIP (29116),1.641117416991277e-06,1
ALX4 (60529),1.6308186776878767e-06,1
PLXND1 (23129),1.6277091594404226e-06,1
GUCA2B (2981),1.6187649438190286e-06,1
PLD1 (5337),1.606870852424975e-06,1
VRK2 (7444),1.6030556434216918e-06,1
ZMPSTE24 (10269),1.6005163771079096e-06,1
FGFR3 (2261),1.5788543192942743e-06,1
ARHGEF10L (55160),1.555353388867408e-06,1
SCN4A (6329),1.5472264330551629e-06,1
SPP2 (6694),1.539062919945464e-06,1
FNDC3B (64778),1.511029081481811e-06,1
CTTN (2017),1.50777429558455e-06,1
OAS1 (4938),1.4882432511861635e-06,1
LMAN1 (3998),1.4755790205920634e-06,1
PPP1R12A (4659),1.4632568672936296e-06,1
SLC6A15 (55117),1.4581575054359467e-06,1
CHRNA3 (1136),1.4560277461606423e-06,1
ARG2 (384),1.4338309151683067e-06,1
PLEKHB1 (58473),1.4161636002704373e-06,1
SLC7A14 (57709),1.415605483865295e-06,1
HEXB (3074),1.374602511487829e-06,1
SLC12A3 (6559),1.366184087777834e-06,1
CFAP20 (29105),1.3329183135252674e-06,1
ANLN (54443),1.3297319890682698e-06,1
DNAJA1 (3301),1.3221088729794983e-06,1
MRE11 (4361),1.3083994204380226e-06,1
FMO3 (2328),1.2751485579247168e-06,1
ATP12A (479),1.272071234147415e-06,1
MYBPC2 (4606),1.2702314254176274e-06,1
UTS2 (10911),1.2554364224623039e-06,1
NOP14 (8602),1.2538277004231807e-06,1
IGSF9 (57549),1.2179552473384625e-06,1
TTC7A (57217),1.2165698410112834e-06,1
SNX24 (28966),1.215668649409513e-06,1
GTF3C1 (2975),1.2122686397175422e-06,1
POLR2J (5439),1.1962032198303284e-06,1
POLDIP2 (26073),1.185588565525582e-06,1
MMP2 (4313),1.1749967255906586e-06,1
OSBPL3 (26031),1.1666832531667803e-06,1
ARID1B (57492),1.1518142052659634e-06,1
BZW1 (9689),1.1421801526375313e-06,1
CPS1 (1373),1.1126500491477095e-06,1
DLGAP4 (22839),1.1086386427051745e-06,1
CENPQ (55166),1.0984468408802045e-06,1
CYP51A1 (1595),1.082362673258401e-06,1
CEACAM7 (1087),1.0816245060896986e-06,1
HECW1 (23072),1.081475933222449e-06,1
KITLG (4254),1.0813205545813085e-06,1
AAMDC (28971),1.0810297789482038e-06,1
EXOSC5 (56915),1.068101064651422e-06,1
CAPG (822),1.0583215490062928e-06,1
SLC25A5 (292),1.0576889935159617e-06,1
GRAMD4 (23151),1.0571065048134812e-06,1
GLG1 (2734),1.0560309681846994e-06,1
ERO1B (56605),1.048515339717215e-06,1
TDRD3 (81550),1.0448770638282081e-06,1
RANBP3 (8498),1.0426211034451304e-06,1
GRHL2 (79977),1.0370486884503674e-06,1
ORC6 (23594),1.0258452117601415e-06,1
SLC6A16 (28968),1.0230132820023593e-06,1
IRAG1 (10335),1.0174524474378726e-06,1
ALDH3A2 (224),1.017147325581156e-06,1
RABL2B (11158),9.96085215812255e-07,1
PIR (8544),9.93219541340756e-07,1
FGF20 (26281),9.859823546991144e-07,1
MTHFD2 (10797),9.85684720472641e-07,1
DIP2B (57609),9.818807480859882e-07,1
ATRX (546),9.787158317545418e-07,1
SLCO1A2 (6579),9.722242481228637e-07,1
PPEF1 (5475),9.6749511353533e-07,1
WAPL (23063),9.454094312236369e-07,1
SAMD4A (23034),9.355273046054704e-07,1
RAB21 (23011),8.906804781571338e-07,1
MAP3K14 (9020),8.801636219307935e-07,1
F7 (2155),8.78596362252702e-07,1
MAPRE3 (22924),8.768866313003095e-07,1
MYH7B (57644),8.718445211267386e-07,1
LRP6 (4040),8.717771118087245e-07,1
WDR62 (284403),8.623311333136108e-07,1
VEZT (55591),8.486238322364477e-07,1
TMEM132A (54972),8.463653948025559e-07,1
ACTN1 (87),8.442293537466122e-07,1
YBX3 (8531),8.414230614229466e-07,1
CNGB1 (1258),8.389880999888292e-07,1
DRD4 (1815),8.330297937898851e-07,1
CP (1356),8.319660461583973e-07,1
KEAP1 (9817),8.28021494918088e-07,1
